"Expediente","Número resolución","Fecha Publicación","Alcance Gaceta","Gaceta","Producto","Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único","Canon","Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo (Peddlers)","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio
","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas
","Precio Terminal sin impuesto ni subsidio Sectorial","Rige","Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa (Peddlers)","Margen de comercializador masa","ID SIET","Observaciones"
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Keroseno","528.43091","","","110.02001","365.67755","","0.12898","11.65067","","","","","","-0.23938","74.5","0.46477","25.10986","10.27","","413.06244","","487.56244","3.75","491.31244","56.68","","12.77","","557.01244","1.66","559","","","","401.41178","True","","","","","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Bunker","528.43091","","","80.49497","267.54408","","0.12898","","","","-37.16976","","-13.29313","0.5298","25.25","0.46477","50.12986","13.45","","281.78461","","307.03461","3.75","310.78461","","","","","","","","","","","318.95437","True","","","989.075","310.42601","314.21743","3.79142","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Bunker Térmico ICE","528.43091","","","88.40763","293.84367","","","","","","9.43","","","","25.25","0.46477","14.89986","3.19","","321.8283","","347.0783","","","","","","","","","","","","","312.3983","True","","","929.22","373.51575","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Bunker Térmico ICE 2","528.43091","","","88.60051","294.48477","","0.12898","","","","-24.05004","","4.1356","-1.98516","25.25","0.46477","14.89986","3.19","","291.26879","","316.51879","","","","","","","","","","","","","315.31882","True","","","968.7625","326.72485","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","IFO 380","528.43091","","","156.48113","520.10207","","","","","","","","","","","0.46477","42.08986","12.72","","575.3767","","575.3767","","","","","","","","","","","","","575.3767","True","546.52","604.23","","","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Asfalto","528.43091","","","86.53324","287.61369","","0.12898","","","","","","-1.12203","-3.13579","53","0.46477","58.85986","16.2","","359.00947","","412.00947","3.75","415.75947","","","","","","","","","","","359.00947","True","","","1023.75","402.45125","406.11426","3.663","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Asfalto PG-64-22","528.43091","","","75.21393","249.99128","","0.12898","","","","","","-1.12203","-3.13579","53","0.46477","58.85986","16.2","","321.38706","","374.38706","3.75","378.13706","","","","","","","","","","","321.38706","True","","","1026.5","364.46337","387.88525","3.65319","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Asfalto AC-10","528.43091","","","85.86903","285.40603","","","","","","","","","","53","0.46477","59.06707","16.2","","361.13787","","414.13787","3.75","417.88787","","","","","","","","","","","361.13787","True","","","1025.3395","403.90317","407.56049","3.65733","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Diésel pesado o gasóleo","528.43091","","","90.75414","301.64286","","0.12898","11.65067","","","","","","1.07351","51.25","0.46477","22.87986","6.07","","343.91065","","395.16065","3.75","398.91065","","","","","","","","","","","332.25998","True","","","","","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Emulsión asfáltica rápida (RR)","528.43091","","","55.69712","185.12256","","0.12898","","","","","","","0.07985","40.25","0.46477","27.00986","13.78","","226.58603","","266.83603","3.75","270.58603","","","","","","","","","","","226.58603","True","","","1005.875","265.27752","269.00562","3.7281","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Emulsión asfáltica lenta (RL)","528.43091","","","56.2466","186.9489","","0.12898","","","","","","","-0.14023","40.25","0.46477","16.55986","13.78","","217.74228","","257.99228","3.75","261.74228","","","","","","","","","","","217.74228","True","","","1009.25","255.62772","259.34335","3.71563","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","LPG (70-30)","528.43091","","","45.15326","150.07756","","0.12898","","","","-49.59566","","5.23244","0.47433","24","0.46477","21.95986","10.56","","139.30228","","163.30228","","","56.68","","","59.86","279.84228","","280","61.131","70.294","","188.89793","True","","","531.13968","307.45637","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","LPG (rico en propano)","528.43091","","","75.35981","250.47616","","","","","","-33.71837","","","","24","0.46477","22.08986","10.56","","249.87242","","273.87242","","","56.68","","","59.86","390.41242","","390","61.131","70.294","","283.59079","True","","","507.5","539.65009","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Av-Gas","528.43091","","","189.49954","629.84654","","0.12898","11.65067","","","","","-82.99597","-3.09025","261.25","0.46477","52.34986","30.22","","638.5746","","899.8246","","","","17.27","","","917.0946","","917","","","","626.92393","True","836.62","963.03","","","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Jet fuel A-1","528.43091","","","110.02001","365.67755","","0.12898","","","","","","4.34506","-1.22701","156.5","0.46477","54.12986","14.07","","437.58921","","594.08921","","","","17.27","","","611.35921","","611","","","","437.58921","True","504.36","683.82","","","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Jet fuel A","528.43091","","","113.86963","378.47265","","0.12898","","","","","","4.34506","-1.22701","156.5","0.46477","54.12986","14.07","","450.38432","","606.88432","","","","17.27","","","624.15432","","624","","","","450.38432","True","517.16","696.61","","","","","",""
"ET-059-2024","RE-0059-IE-2024","07-08-2024","137","144","Nafta pesada","528.43091","","","96.69601","321.39206","","","","","","","","","","38","0.46477","17.69986","10.5","","350.05669","","388.05669","3.75","391.80669","","","","","","","","","","","350.05669","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Gasolina RON 95","529.68","","","105.43963","351.28193","","0.13088","12.39027","","","","","-10.31581","-0.03172","273.25","0.46477","26.72986","10.97","","391.62018","","664.87018","3.75","668.62018","56.68","","12.77","","734.32018","1.66","736","","","","379.22991","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Gasolina RON 91","529.68","","","98.6725","328.73662","","0.13088","12.39027","","","","","-5.07983","0.85058","261.25","0.46477","26.50986","11.17","","375.17314","","636.42314","3.75","640.17314","56.68","","12.77","","705.87314","1.66","708","","","","362.78288","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Gasolina RON 91 (pescadores)","529.68","","","98.6725","328.73662","","","","","-17.3488","","","","","","","26.50986","","","337.89768","","337.89768","","","","","","","","","","","","","337.89768","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Diésel para uso automotriz de 50 ppm de azufre","529.68","","","98.40729","327.85304","","0.13088","12.39027","","","","","-4.54192","0.37602","154.5","0.46477","26.77986","11.64","","375.09292","","529.59292","3.75","533.34292","56.68","","12.77","","599.04292","1.66","601","","","","362.70265","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Diésel uso automotriz 50 ppm azufre (pescadores)","529.68","","","98.40729","327.85304","","","","","-17.39986","","","","","","","26.77986","","","337.23305","","337.23305","","","","","","","","","","","","","337.23305","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Diésel marino","529.68","","","257.95073","859.38687","","","","","","","","","","154.5","0.46477","26.77986","11.64","","898.2715","","1052.7715","","","","","","","","","","","","","898.2715","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Keroseno","529.68","","","101.63932","338.62085","","0.13088","12.39027","","","","","","-0.23938","74.5","0.46477","25.10986","10.27","","386.74724","","461.24724","3.75","464.99724","56.68","","12.77","","530.69724","1.66","532","","","","374.35698","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Bunker","529.68","","","78.74658","262.35158","","0.13088","","","","-38.86017","","-13.29313","0.5298","25.25","0.46477","50.12986","13.45","","274.90358","","300.15358","3.75","303.90358","","","","","","","","","","","313.76375","True","","","990","303.18544","306.97332","3.78788","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Bunker Térmico ICE","529.68","","","85.30343","284.19632","","","","","","7.66806","","","","25.25","0.46477","14.89986","3.19","","310.419","","335.669","","","","","","","","","","","","","302.75094","True","","","929.22","361.23738","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Bunker Térmico ICE 2","529.68","","","85.34048","284.31974","","0.13088","","","","-26.10771","","4.1356","-1.98516","25.25","0.46477","14.89986","3.19","","279.04799","","304.29799","","","","","","","","","","","","","305.15569","True","","","968.3125","314.25597","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","IFO 380","529.68","","","156.11212","520.10207","","","","","","","","","","","0.46477","42.08986","12.72","","575.3767","","575.3767","","","","","","","","","","","","","575.3767","True","546.58","604.18","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Asfalto","529.68","","","86.32918","287.61369","","0.13088","","","","","","-1.12203","-3.13579","53","0.46477","58.85986","16.2","","359.01137","","412.01137","3.75","415.76137","","","","","","","","","","","359.01137","True","","","1024.25","402.25665","405.91787","3.66122","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Asfalto PG-64-22","529.68","","","75.03656","249.99128","","0.13088","","","","","","-1.12203","-3.13579","53","0.46477","58.85986","16.2","","321.38896","","374.38896","3.75","378.13896","","","","","","","","","","","321.38896","True","","","1026.5","364.46337","387.88525","3.65319","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Asfalto AC-10","529.68","","","85.49509","284.83486","","","","","","","","","","53","0.46477","59.06707","16.2","","360.5667","","413.5667","3.75","417.3167","","","","","","","","","","","360.5667","True","","","1025.3395","403.34611","407.00344","3.65733","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Diésel pesado o gasóleo","529.68","","","87.24787","290.67441","","0.13088","12.39027","","","","","","1.07351","51.25","0.46477","22.87986","6.07","","333.6837","","384.9337","3.75","388.6837","","","","","","","","","","","321.29343","True","","","","","","","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Emulsión asfáltica rápida (RR)","529.68","","","55.42395","184.65005","","0.13088","","","","","","","0.07985","40.25","0.46477","27.00986","13.78","","226.11541","","266.36541","3.75","270.11541","","","","","","","","","","","226.11541","True","","","1006.625","264.61235","268.33767","3.72532","",""
"ET-057-2024","RE-0053-IE-2024","31-07-2024","133","138","Emulsión asfáltica lenta (RL)","529.68","","","56.11396","186.9489","","0.13088","","","","","","","-0.14023","40.25","0.46477","16.55986","13.78","","217.74418","","257.99418","3.75","261.74418","","","","","","","","","","","217.74418","True","","","1011.25","255.12403","258.83231","3.70828","",""
